,log2FoldChange
BAZ1B,2
EIF3G,2
AC011604.2,1
LMLN,2
NMUR2,1
METAP2,2
MKNK1,2
TUBA1A,0
GIPC1,2
NAGA,2
MS4A15,1
CYYR1,2
ROR1,0
AR,0
AK5,0
PCP2,1
SMC2,2
COPRS,2
TET2,2
ACBD4,2
MAN1C1,0
DNASE1,1
ERICH3,0
DPCR1,1
HEPACAM2,0
NCAN,0
LIPC,0
PENK,0
SLC12A9,2
MMP12,1
WDR53,2
MS4A1,0
TTC7A,2
GSC,1
SPINK5,0
MBOAT4,0
ZNF8,2
GCN1,2
LARS,2
B3GNT4,1
TGFBR3,0
RHOD,1
RASSF3,2
TRPC4AP,2
CAMKK1,2
GAPDH,2
PLXNB1,2
SH3PXD2B,2
FAM114A1,2
LGALS7B,1
SIRT4,2
RSU1,2
FAM177A1,2
ZC3HC1,2
TMEM52B,1
SNX29,2
FAM83G,2
SNX4,2
ANKRD18B,1
FGF8,1
BANK1,0
GUCD1,2
AKAP17A,2
DOCK2,0
SYT12,1
PPTC7,2
CALM2,2
ELOVL5,2
BFSP2,0
RGR,1
CALML3,1
CRYBG3,0
RPS5,1
EFHD1,0
FGFR1,0
GRIA2,0
TRIM7,1
NPAS3,0
GSTM4,2
NRBF2,2
UNC119,2
VSIG8,1
POC1B,2
ZFC3H1,2
LRRC73,1
TDRKH,2
NUDT7,2
SMTNL2,1
HNRNPH1,2
ZCCHC10,2
TEPP,0
LY86,0
DENR,2
SLC38A4,0
COPS6,2
SRSF10,2
USP26,1
OXLD1,2
MOK,1
ETFA,2
ALK,0
PTPRJ,2
RPRD1B,2
SEMA4D,2
ZW10,2
RSPO1,0
PCSK4,1
PGD,2
LRRC28,2
RAB22A,2
EXOSC9,2
MLLT11,2
TMBIM1,2
GOLPH3L,2
CHRM4,0
NIF3L1,2
EIF4G3,2
TMEM5,2
CSF1R,0
AXL,0
XCL2,0
UNC5A,1
RIMKLB,0
MYO7A,1
CWF19L1,2
PLA2G10,0
RDH10,2
LYL1,2
DHX57,2
ZSWIM1,2
REP15,0
STT3B,2
GCSAM,0
PRPH2,0
RCN2,2
CAV3,0
MUCL1,1
KRT24,0
IFNE,1
BNIPL,1
IQCC,2
CITED4,1
ENKD1,2
MAGOH,2
GOLGA8R,0
DGCR2,2
FCRL3,0
SLC25A18,2
IMPA2,2
CUL1,2
CCR9,0
AC233992.2,1
RAD51,2
FRMD1,0
ASPH,2
COQ10B,2
KCNIP1,0
FBRSL1,2
RACK1,2
P2RY10,0
SSX2IP,2
HSPA2,0
TPSG1,0
FGD2,0
MFSD7,0
NPY4R2,0
ABHD17C,2
MLX,2
NUDT14,2
MYT1L,0
R3HDML,1
ITGA6,2
TRIM55,0
ZNF317,2
CPS1,1
TATDN1,2
TIMM10,2
CCDC114,1
KCNQ1,1
RAB3C,0
DTNA,0
PXK,2
ADAP2,2
PRRG2,2
APTX,2
CYP2F1,1
FUT8,2
KRT1,0
RNF187,2
METTL7B,2
ERICH4,1
OSTM1,2
STX16-NPEPL1,1
ZNF304,0
C11ORF1,2
PIK3C2G,0
FOXD4,1
ABCC8,0
ZMYM3,2
ARMC7,2
STK32C,1
NSUN3,2
PCGF5,2
C1QTNF3,0
SEMA3D,0
C4ORF33,2
CFH,0
DDIT3,2
GRPEL1,2
NRG1,0
MRPS34,2
USP35,2
ATXN2L,2
PRAME,1
CDH6,2
AKIRIN2,2
ARG2,1
CRYBG1,2
ASTE1,2
COBL,2
HDAC10,2
RNF7,2
TMEM87B,2
ZDHHC18,2
HIST1H2AH,1
RALYL,0
NFS1,2
ZBED6CL,2
ING1,2
NECTIN3,0
FOXD2,0
NEK8,2
MFSD1,2
FBXO30,2
MLST8,2
FAM161A,2
CD37,0
SAC3D1,2
MDH1,2
AHSA1,2
SAMD13,0
ZNF48,2
CDC34,2
ITGB3BP,2
TUSC3,0
GABRG1,0
TUBB6,0
F8,2
FBXO44,2
ZNF131,2
RAPGEFL1,0
SYTL1,1
AKAP2,0
POLR3D,2
CYP26A1,1
LRCH1,2
EMCN,0
AIF1,0
ZNF623,2
AGAP6,2
MAP3K2,2
FDXR,2
HEPHL1,1
MED30,2
PDIA6,2
TPPP2,0
TRABD,2
AHSA2,2
CCDC120,2
PISD,2
ZNF738,2
CTSA,2
ATP5J,2
MRPL55,2
ATP8B2,0
MNX1,2
AHRR,0
GOLGA8B,1
EFL1,2
SYT4,0
TIRAP,2
CYSLTR2,0
LMCD1,2
SORT1,2
C16ORF96,0
PDE6G,0
KANSL2,2
CACNG7,0
HIST1H4B,1
VSIG4,0
SBSPON,1
LDLRAP1,2
C2CD2,2
CASP9,2
XRCC5,2
FCGBP,0
XRCC1,2
ZNF829,0
IL2,0
POU6F1,2
TXNDC12,2
RNASE1,0
OGFR,2
MICALL1,2
CD52,0
AC040162.1,2
CEP41,2
CLN6,2
GYPE,0
TMEM63B,2
DUSP21,0
ATP5B,2
FRK,2
CFB,1
ECH1,2
RPAP3,2
OS9,2
PHLDB1,2
KHSRP,2
TRAPPC5,1
PLEKHF2,2
SLC29A2,2
AC004805.1,1
MAFA,0
C12ORF75,2
ZHX1,2
UBD,1
RAD23A,2
NCOA7,2
UNC5B,2
CSF2RB,0
RAB23,2
RPL38,2
RHBDD3,2
TRIM14,2
STAM,2
SETD9,2
ZNF142,2
PSMD7,2
DEF8,2
CERK,2
TMEM184B,2
MAP3K10,2
PRPF31,2
SRSF6,2
STAU1,2
MGAT2,2
COL14A1,0
TIMM23,2
APRT,2
TBCC,2
ADGRD1,0
PHYHD1,0
TMEM132B,0
KCTD18,2
TMEM145,1
ZNF415,0
AK3,2
FAIM,2
ALB,1
EXTL1,0
CYP26B1,0
VAC14,2
SEPHS1,2
ZNF443,2
PRPF40A,2
C2CD4D,1
MAP6D1,2
DMRT1,1
EPRS,2
SEPT1,2
ORC2,2
GCKR,1
DDX25,0
TACC2,2
SURF2,2
NEFL,0
ZCCHC24,0
BOC,0
KIF3A,2
ASNSD1,2
SSTR1,0
PARD3,2
CLEC4F,0
ATP2C1,2
KRT31,1
TMEM92,1
MDC1,2
UGT1A7,0
PDZD8,2
RAD51C,2
SFSWAP,2
ZNF335,2
C5ORF38,1
SCIMP,0
GZMA,0
AKNA,2
FAM96B,2
CCDC43,2
PARP2,2
IL27RA,2
PPP1R13B,2
RIBC2,1
ERH,2
TMC6,2
UQCRC2,2
PIK3C3,2
ZNF572,2
PITPNC1,2
EPHA8,1
NPIPB13,1
TMOD3,2
FO681492.1,0
NPY1R,0
ABCC3,2
DPY30,2
PIBF1,2
IGF1,0
ZNF410,2
KRT4,1
C2CD5,2
ERMAP,2
DNAJC18,2
ANO9,1
PWWP2A,2
TNK2,2
ABHD15,2
NR4A3,0
CTTNBP2NL,2
AKAP12,0
PRNP,2
DBR1,2
HERC1,2
MAGEH1,2
COX5A,2
CCDC18,2
POLR3F,2
RSBN1,2
ADORA2A,0
TOR1AIP1,2
BPIFB2,1
CACNA1A,0
PRPF40B,2
NGFR,0
SFMBT2,0
MEOX1,0
SMARCD3,2
B4GALT4,2
ODAM,1
SEMA4F,2
ARHGAP36,0
SYN2,0
SLC10A2,0
RSRC1,2
EVI2A,0
ENO3,2
CBR1,2
HDC,0
TAL1,0
SOX17,0
ADRA2C,1
C2ORF72,0
CHCHD2,2
ASCC2,2
PBX3,2
FAM168B,2
BST1,0
LIPM,1
TBC1D7,2
SNX19,2
TNFSF4,1
IL36RN,1
HCN1,1
TESMIN,2
GMEB2,2
QPCT,1
C20ORF24,2
PANX2,1
TNFAIP8L2,0
RPL29,2
RRM1,2
COPZ1,2
RHOJ,0
SLC47A2,0
NSUN4,2
RPS16,2
GFOD1,2
EFEMP1,0
DEFA6,1
MPPED1,0
CENPQ,2
CYGB,2
PDZD3,0
ZFPM2,0
HSPA9,2
AP4E1,2
FAAP20,2
SELENOI,2
DUSP18,2
PALM2,1
XXYLT1,2
TINAG,0
GSKIP,2
CCDC84,2
GPR89B,2
ESR1,0
SLC5A2,1
LDLRAD2,2
GNA15,1
REN,1
SAE1,2
TMEM17,2
FIBCD1,1
PIGW,2
TOX,0
VCAN,1
MYO5A,0
COX10,2
ZFP2,2
DCAF12L2,0
ANKS4B,2
ALG5,2
C1ORF174,2
TUBB2A,2
TEX22,1
FAM83E,2
DEPDC1,2
CD40LG,0
DEPDC5,2
C16ORF91,2
UPF3A,2
ABO,0
KPNB1,2
LAMC2,2
PTPRM,2
ZNF398,2
SERPINA10,1
ZSCAN18,0
DUOXA2,1
UBE2D3,2
C9ORF57,1
GAK,2
ZSCAN1,0
SASS6,2
PGM3,2
SGCB,2
ZNF584,2
ATP5G3,2
PNRC2,2
PF4,1
TMEM234,2
HACD2,2
NPEPPS,2
THOC2,2
NXF3,1
RAP1B,2
EIF2AK1,2
CDC42EP1,2
NEK7,2
PRRX1,1
PLIN4,0
FCHO2,2
DDX49,2
ADGRG4,0
KATNB1,2
RPLP0,2
TBX6,2
NACA,2
CLEC14A,2
ZNF766,2
BHMG1,1
EXOSC1,2
CETN2,2
G6PD,2
NODAL,1
PIP5K1C,2
PCDH1,2
MRPS36,2
FCGRT,2
SAP30,2
SCN4A,0
VNN3,1
PDAP1,2
TRIM10,2
CBWD5,2
GSG1,0
ECHDC1,2
SEMG1,1
HCAR3,1
P2RY13,0
NDUFC1,2
CALM3,2
NEK1,2
ADRB3,0
ANAPC11,1
TMEM217,2
PI4KA,2
SRD5A1,2
ZMAT4,0
UBB,2
DRAM1,2
FKBP4,2
FAAP100,2
HCN4,0
GPR84,1
PSMB4,2
PRMT7,2
NRROS,2
E4F1,2
SLC6A1,1
PRR3,2
CLCF1,2
CXCL10,1
GRAP2,0
HIPK3,2
FAM110A,2
MKRN2OS,2
RYBP,2
MYH2,0
PCDH11Y,0
HSPA6,1
IRX2,1
TMEM135,2
SLC30A1,2
CDK6,2
MCMBP,2
FNTA,2
ABCA1,2
IL17A,1
EFCAB11,2
PLGRKT,2
GPR17,0
TMPO,2
AARSD1,2
DOPEY2,2
PLPBP,2
ANXA11,2
ZBTB7A,2
SLCO1B7,1
JPH3,0
RPN1,2
U2SURP,2
POU3F3,0
SMARCA2,2
B3GALNT2,2
ABCD4,2
CYB5B,2
TARS,2
UTP23,2
FAT4,0
ARMC3,1
CD55,1
ST8SIA4,0
GIT2,2
GRIN3B,1
STOML2,2
GNPNAT1,2
C19ORF81,1
PGLYRP4,1
TINF2,2
CIDEB,0
RTN4,2
ARHGEF1,2
PMM1,2
MYDGF,2
UBA52,2
MPDU1,2
SEZ6,0
C8ORF33,2
ZNF587B,2
SDHB,2
RARS,2
MMRN2,2
DOK4,2
KRT13,1
ARHGAP10,0
AGPAT3,2
CHRNA4,0
FAM83B,2
CDIP1,0
ZNF431,2
TVP23A,2
CABYR,1
CYB5R2,2
SYTL4,2
GNAZ,0
KANTR,1
TXNL4B,2
GNGT2,2
CCDC50,2
GCAT,2
RGS22,0
FUNDC1,2
PRCD,2
TRIOBP,2
SKAP2,2
KLHL1,0
HSPA8,2
PGPEP1,2
U2AF2,2
ANKRD33,1
BRINP3,0
ZFP90,2
FLCN,2
ADGRL2,0
SMIM3,2
RAB3GAP1,2
CP,0
TLK1,2
KRT37,1
SPOCK3,0
PLEKHB1,1
DUSP19,2
RNASE6,2
SLC29A3,2
WDR35,2
EFCAB5,2
PDIA2,1
WDR24,2
TMCO6,2
TMCO1,2
DHFR2,2
ADSL,2
RBSN,2
ESCO2,2
MYH7B,1
VRK3,2
TNNT3,0
ITGB8,2
UQCC1,2
PUS3,2
FBXO48,2
ARHGAP21,2
TMEM213,1
CMTM4,2
C19ORF33,0
PSMD13,2
ZNF788,0
CTNNA1,2
WDR31,2
ACP4,1
HIST1H2AL,1
NUDCD3,2
P4HTM,2
BAIAP2,2
MYLK3,0
ITGA4,0
PSMB1,2
EFCAB14,2
KLF16,2
TCL1A,0
NFYA,2
RPGR,2
HIST2H2BF,1
FCN3,1
PDE3B,2
CALML6,1
NDUFS2,2
ID2,2
AKT3,0
HPSE,2
KATNAL1,2
FAM83D,2
SEC23B,2
INSR,2
MPLKIP,2
HDAC7,2
FCN1,0
DAPL1,1
ZNF250,2
PATL1,2
LDHB,2
GPN1,2
WAS,0
DERL3,0
AP1B1,2
C17ORF99,1
ADPGK,2
SMLR1,1
UBA6,2
TRMT10C,2
HAUS2,2
AL049697.1,2
C12ORF10,2
SETD5,2
AZIN1,2
SLC39A12,0
NUP133,2
HOXB13,0
MFSD3,2
THTPA,2
AAR2,2
AC005324.3,1
SHOX2,1
EIF5B,2
TIA1,2
GIGYF1,2
GSTA1,0
ANAPC10,2
NDUFB1,2
RAB42,0
CAMK1D,0
NRIP2,2
COPS8,2
AP1G1,2
CAPG,2
TAF9,2
PLEKHA6,2
STX19,2
GMFG,2
TMEM205,2
ST6GALNAC1,0
THEM4,2
MTRF1,2
AMZ2,2
INTS2,2
SOS1,2
RUNDC1,2
HS2ST1,2
ZNF280B,1
SEPT12,0
FAM207A,2
VASP,2
RABGEF1,2
MPHOSPH10,2
NAT14,2
IRGQ,2
ALCAM,2
DDX52,2
CHORDC1,2
PSMD4,2
PDLIM5,2
CD47,2
GAB2,2
GNMT,1
POU6F2,1
BACH2,0
MRGPRE,0
HECW1,1
OPN4,0
TRPC1,0
CYP19A1,1
HSP90B1,2
CLASRP,2
NHSL2,0
MAN2A1,2
EBP,2
SGIP1,2
AL031708.1,1
ALG1,2
SYNE4,1
MBNL3,2
LRRC4B,0
ALDH3A2,2
ZBTB47,2
PPP2R2C,1
CDKL3,2
ATXN1L,2
PRR14L,2
SBNO2,2
URGCP,2
RPL14,2
NDP,1
ATG16L1,2
EIF2A,2
C1QC,0
ASIP,1
C1QTNF1,2
CDO1,0
FAM122A,2
TYW1,2
CYP2J2,2
LCN15,1
IGLL5,0
COPG2,2
HSBP1L1,2
MAN2B1,2
MTDH,2
FAM131A,2
MTRNR2L10,0
ARHGEF12,2
FAM129C,0
KRTAP3-2,1
SLC10A4,0
CACNA2D3,0
RGS20,1
COL3A1,1
PHGR1,0
CDK15,0
TWIST2,0
IRF6,2
PCDH11X,0
DSG2,2
EFNA4,2
ZNF526,2
TRMT44,2
MITF,0
EIF4ENIF1,2
LAX1,0
TPP2,2
EMC3,2
REPS1,2
CDH15,1
LPIN2,2
TPRA1,2
FBXW12,1
PSTK,2
NTRK3,0
MFSD5,2
RPL37A,2
DRG1,2
PRKAB2,2
ABHD1,1
ITGAL,0
CHRNA6,1
NCR3LG1,2
CAPN14,1
TMEM196,0
CARM1,2
YIF1B,2
HTRA3,1
CCDC129,0
UTP11,2
OLFML2B,1
ABT1,2
KIF1A,0
TTC12,2
TYSND1,2
KLK5,1
RDH11,2
SWI5,2
GOLGA8S,0
MESP2,0
RPS18,2
P2RY2,2
PPHLN1,2
HEATR3,2
ALPK3,1
TTBK2,2
CD4,0
SLC8B1,2
AMPH,0
PHKG1,2
GMFB,2
CENPT,2
FKBP14,2
WWTR1,0
SLC30A2,1
MRPS27,2
PLA2G4B,1
ABI3,2
NPR2,2
C20ORF96,2
C1QTNF12,0
CPB2,1
SENP1,2
WFDC3,1
KRT32,1
TBC1D22B,2
TGFBRAP1,2
MCM5,2
CLPP,2
ZC3H12D,2
GPR35,2
AKTIP,2
SERTAD2,2
SH2B3,2
TMEM88,2
ACOT4,2
ZNF429,2
CARNMT1,2
DLST,2
GPATCH3,2
TAS1R1,0
GTF3C5,2
EPDR1,1
MRPS30,2
SLC13A2,0
LDOC1,0
PTPN18,2
RASAL2,2
L3MBTL1,1
ABHD14A-ACY1,1
RRAS2,2
CCL5,0
SLC39A5,0
REG4,1
SMAD4,2
SUPT16H,2
DLC1,2
STARD5,2
RAET1G,1
IDS,2
MAP2,0
MSL3,2
PLA2G16,1
SEH1L,2
GALNT7,2
STXBP5,2
ZDHHC4,2
TFF2,1
RDH12,1
TRMT2B,2
PDLIM7,2
CDC37,2
GFOD2,2
FAM198A,0
LRRC69,1
C1QBP,2
FAM189A1,0
MBP,2
FAM83A,1
OR2A7,0
FMN1,2
RINT1,2
EIF4A1,2
NADK,2
DLD,2
CD207,0
NDUFAF2,2
WDR1,2
SRD5A3,2
LMBRD2,2
KCNK2,0
ACAP3,2
FGF17,1
HCAR2,1
ARHGEF28,2
FAM206A,2
LRSAM1,2
SERPINA9,0
SCART1,1
TMED4,2
SMIM13,2
SNRNP40,2
SLC25A35,2
NT5C2,2
NENF,2
RNF225,1
HAMP,1
NIPSNAP3A,2
SUPT20H,2
DGKA,2
GZF1,2
CDH17,2
RAD51B,2
TES,2
RBP2,1
PLCB4,1
LRRN3,0
AP002360.1,2
STX10,2
PTGDS,0
HDHD5,2
TFB2M,2
ZNF528,0
CCL16,0
CMAS,2
METTL25,2
ADCK5,2
HRK,0
ZC3HAV1,2
PCDHGC3,0
ARHGAP30,0
R3HCC1L,2
AC020915.2,2
TNFAIP6,1
CROCC,2
FBXO16,1
ANXA10,1
NFKBIA,2
FPGT-TNNI3K,0
IPMK,2
MCMDC2,1
NSMCE1,2
KCTD19,1
UHRF2,2
HIST1H3I,1
MAP3K3,2
DYRK3,2
ZNF133,2
RHOH,0
PRDX1,2
STAT4,2
POLR2I,2
SACM1L,2
CFL1,2
WIPI2,2
AMMECR1L,2
FRRS1,2
MOB2,2
SPTY2D1-AS1,2
CHD9,2
DLX5,1
CNTNAP1,0
LHX4,2
SV2A,0
SLITRK1,0
GLT8D1,2
UROC1,1
KIAA0930,2
FITM1,2
GCSH,2
SGPP2,2
MAP7D2,1
CYP4F3,1
CRAT,2
SLA2,0
LRRK2,0
FAM213A,2
INHA,1
HIST1H1C,0
APMAP,2
TPK1,2
COL28A1,0
ZNF706,2
ZDHHC21,2
PUF60,2
NCLN,2
GCK,0
SPAG9,2
SP2,2
CLCN7,2
ANKRD1,1
TRMT5,2
PROSER3,2
ARL8A,2
MYO7B,2
RRP7A,2
CTLA4,1
MOSPD1,2
CCL11,0
MFSD14C,2
PIK3CD,2
FAM219A,2
WFS1,1
SPATA25,1
PRSS53,2
SENP5,2
ANO8,2
TSEN34,2
SERPINB3,1
TTC29,1
LTK,0
CUL7,2
ZNF844,2
GIPC2,2
CCDC28A,2
PCDHB14,2
IGFBP3,2
SYT15,0
SFXN4,2
NCR3,0
TCF20,2
ANKRD23,2
SPN,0
SAMD15,2
VLDLR,0
CCDC85A,0
ABHD4,2
MMAB,2
KCTD5,2
PLA2G2F,1
PDE1B,0
JAK1,2
ACKR4,0
KCNS3,0
RABL3,2
WDR19,2
DPY19L3,2
KIDINS220,2
CA10,0
ADAMTS7,2
MRPL52,2
PDZK1IP1,1
HTATIP2,2
SNRPG,2
ZNHIT3,2
TJAP1,2
RPL4,2
ERAP1,2
TECTA,2
NHS,1
RIIAD1,1
GJB6,1
PCDH17,2
BTNL9,1
HIST1H4E,1
ANO3,0
PTGES2,2
NUBP2,2
PRKAA2,0
OMG,0
RBM12,2
CFAP74,1
KCNJ16,0
PMCH,1
BICRAL,2
ROGDI,2
ANAPC13,2
SYNGR2,2
FAM186B,2
FAM53B,2
TMEM81,2
CMYA5,2
LRRC34,1
GPR183,0
SORCS3,0
POU3F4,0
SPRR2E,1
BANF1,2
ARGLU1,2
CD99L2,2
UBR7,2
TEAD3,2
HOXC12,1
CLTA,2
FITM2,2
CCDC88C,2
TMEM98,2
TTYH2,2
CATIP,1
GDF11,2
RPL31,2
TMEM132D,0
GPRIN1,2
WDFY4,0
LCA5L,2
E2F8,2
ARL6IP4,2
CCPG1,2
RBAK,2
DNAH10,1
JSRP1,1
CCAR1,2
GPR31,0
TAF1B,2
TRAF3IP3,0
MAT2B,2
SYCE2,2
RNF126,2
SUGT1,2
CATSPER1,1
TECR,2
C1QB,0
ELMO1,2
SYT2,0
YIPF1,2
PFKFB3,2
CENPM,2
ERAL1,2
AC006269.1,1
JMJD7,1
TLX3,1
SLC47A1,0
PCSK1,1
RNF146,2
FAR2,2
NMUR1,0
PLIN3,2
FDX1,2
MORN3,1
PPP1R21,2
ADAM8,1
SATB2,2
NXPE2,0
ZNF777,2
NDUFA5,2
ZFAND6,2
SLC39A13,2
SPDYA,2
RIOX1,2
USP41,1
FANCF,2
KRBA2,2
FLRT1,0
SPATA5,2
RGS14,2
MRPS35,2
IL18,2
PI15,0
LYZL4,1
DNAJB1,2
SYBU,2
OLFML3,0
CALB2,0
CDK19,2
PPP2R5A,2
NPY4R,0
PNMA8A,0
CLYBL,2
CNTNAP3B,0
FBXO34,2
TMEM246,2
FLRT2,0
SYCE3,1
TCTA,2
LHX1,1
FBXO21,2
SS18L2,2
CEP70,2
NFE2,1
LRRC10B,1
C19ORF35,2
TTLL11,2
NECTIN1,2
PAOX,2
PSMB3,2
LHB,1
NUDT21,2
HIST1H2AI,0
CHST15,0
ZC3H10,2
SMC4,2
ZNF841,2
CASP3,2
BLOC1S1,2
GUCY1A3,0
ZDHHC24,2
ZNF707,2
TAF4B,2
TAF2,2
MOCOS,2
PIGL,2
ZNF670,2
PPP5C,2
CALHM3,1
PCDH20,0
AICDA,0
SEC61A1,2
KCNQ5,0
CHMP2A,2
SLC39A3,2
TIMM29,2
STARD8,2
ZNF30,2
ACTBL2,1
CABLES2,2
KIAA1468,2
TNFRSF11A,2
FICD,2
TYRP1,0
VSIG1,1
WIF1,1
AFF4,2
YIPF5,2
DBT,2
ASIC3,1
ZNF444,2
DENND3,2
LZIC,2
PIP4K2C,2
JMJD6,2
KHK,2
IZUMO4,2
SP9,1
ITSN2,2
CCDC28B,2
IL1R1,2
IL3RA,2
FDCSP,0
C6ORF141,1
MZF1,2
NUDT11,0
CARD16,2
AGFG1,2
UBALD1,2
LYG1,1
RLN2,1
GLYR1,2
PAPSS1,2
IPCEF1,0
ACTRT3,2
NAA60,2
SARAF,2
CLEC11A,2
MIDN,2
CA5A,1
ANKMY2,2
EIF2B5,2
PIDD1,2
CR1,0
ASAP1,2
PPP2R3C,2
DUSP1,0
METTL13,2
PTDSS2,2
PML,2
ZFAND3,2
SALL1,0
TSN,2
TTC30A,2
MRPS17,2
FOXI2,0
WRAP53,2
DHX35,2
MAB21L3,0
IDNK,2
KIF25,1
CPNE2,2
VDAC2,2
CTSF,0
GBP7,1
KHNYN,2
SPG11,2
AANAT,1
ZNF772,0
RBM23,2
MRPL45,2
FAM78A,2
HSPA4L,1
UFSP1,2
TREM2,1
AMER1,2
DCAF1,2
ZNF407,2
PROZ,1
RNF38,2
C16ORF54,0
AC104581.1,2
CD3G,0
COCH,1
RNF19A,2
MAPRE1,2
ZNF114,1
NOS3,2
LYPD6,2
PRRG4,2
NRAP,0
CSTF2,2
EIF2S1,2
TBXAS1,2
NAIP,0
HHAT,2
SLC13A1,0
PSMA5,2
FEZF2,1
NYAP1,0
SPEF1,1
TRNT1,2
CALN1,0
LEP,0
ZNF44,2
PNMA8B,0
HPCAL4,0
PDE10A,1
RABGAP1,2
KCNV2,1
SNRPD3,2
CNPY4,2
MYBPC2,0
TMCC1,2
ACOT13,2
ATG2B,2
DNAH17,2
PLEKHM1,2
WIPF1,2
PTGES3,2
FGF7,0
SDK1,0
ZNF831,0
DNAJC11,2
PLCXD3,0
SLC35A1,2
STK25,2
PPFIA4,1
ASIC4,1
CYFIP1,2
TRIM50,0
MCHR2,0
RALGPS2,2
SETDB1,2
DDX39B,2
GHDC,2
MCU,2
ATP1A1,2
TXNDC15,2
RAPGEF2,2
ASCC1,2
CYP24A1,1
PDZD9,2
TOMM5,2
DPH5,2
KCNT1,1
BLNK,2
STON1-GTF2A1L,0
HIST1H4C,1
GABRG2,0
ABHD8,2
GPR78,1
ERBB4,0
NAB1,2
ZNF592,2
ERMARD,2
LRRC58,2
RARRES2,2
AC069503.2,1
PFKM,2
TIAM1,0
OTUD1,2
SYMPK,2
CCNE2,2
SLC41A1,2
KRT12,0
MEGF11,1
DCDC2,1
WBP2,2
FDX2,2
OR51E1,1
CDK12,2
PEX10,2
GCM1,1
SOCS7,2
RTL6,2
IL17RA,2
WDR76,2
FAM49B,2
AQP1,0
DMGDH,0
ZNF366,0
POLE,2
TCP11L2,2
MLH3,2
RPL27,2
ZNF77,2
CCDC88B,1
KIF4B,1
DOHH,2
UBL4A,2
HS3ST1,2
ARL4A,2
C1ORF54,2
LRRC42,2
SLC5A10,0
SH3GL1,2
IKZF3,0
PIK3R2,2
SLCO2B1,2
PHACTR3,1
CD3E,0
SLC14A2,0
PINX1,2
LDB2,2
C15ORF52,2
KLHL20,2
APLF,2
LYRM1,2
GREB1,1
NPAS2,2
FAM180A,0
TGM1,2
KAAG1,1
CCDC73,2
EML5,0
NBPF9,2
PRRT2,0
KLHDC2,2
CD247,2
C22ORF39,2
DNAJC27,2
NFE2L2,2
SETD4,2
POLR2J3,2
MMAA,2
C17ORF97,2
GOLGA8N,0
NXPH3,0
NLRC3,2
NQO1,2
PRKAR1B,2
USP10,2
HGNC:18790,0
NBPF14,2
PCYOX1,2
ZNF107,2
SMAP2,2
STMN3,1
PTPRN,0
QKI,2
EIF3C,2
BTN1A1,1
FTCDNL1,2
NUP88,2
GPR156,0
MECR,2
B4GALT3,2
TRUB2,2
TMBIM6,2
UHRF1BP1,2
PLIN1,0
MAP1LC3B2,2
FOXL2NB,1
SNX10,2
POP5,2
RPL30,2
MYO3B,1
NRP2,0
ZNF134,0
CLINT1,2
SERPINB4,1
TMEM144,2
BTG3,2
TRNP1,1
S100Z,0
ZNF275,2
DTX3,2
EIF3J,2
TMEM254,2
CHST9,0
TRIM34,2
C7ORF26,2
EMSY,2
TNRC6B,2
EVC2,0
HIST1H2AB,1
VAV1,2
TRIM3,2
AGPAT1,2
CHRNG,1
ABCG1,2
CFAP161,1
MTG1,2
SLC6A16,0
EPHA2,2
AP5Z1,2
ATP6V0C,2
FGFR1OP,2
PJA1,2
CFAP43,1
CC2D2A,2
FAM217B,2
NUP98,2
STAG1,2
TRIM23,2
TMEM150A,2
MOB3C,2
CD34,2
RPS6,2
RCN3,2
ISCA1,2
ZNF175,2
RPL19,2
THAP10,2
ADH6,0
LRRC4C,0
TBX10,0
RPS7,2
ERV3-1,1
RPL18A,2
AC005041.1,2
CRTAC1,0
ITPRIP,2
GORASP1,2
NBPF10,2
SNX13,2
AKR1C3,0
ITIH6,1
IL1RAPL1,0
UGT1A6,1
LAMC3,0
BDNF,1
GTPBP1,2
FBXO39,1
ARPC2,2
PIK3R5,0
BHLHE41,0
TBX5,1
GRK2,2
MRPS11,2
HS3ST4,1
FOPNL,2
TRAFD1,2
GPR27,0
OBP2A,1
KRT35,1
FBXO43,1
C15ORF41,2
NSMCE2,2
LRRTM2,0
SSC5D,0
ARHGAP31,2
CHMP4C,2
HIF1AN,2
SDHAF4,2
KLHL34,0
FAM118A,2
SNCB,0
LPIN1,2
MYL12B,2
YBX3,2
SCARF2,1
MMP9,1
COX7C,2
CYP2U1,2
RPL23,2
MUC21,1
ARFGEF3,2
ZNF587,2
SCAMP3,2
PTPRO,1
CLIP2,2
NUCB1,2
ACOT2,2
NRM,2
RAB12,2
FAM160A2,2
ANKRD13C,2
NOL7,2
HBP1,2
ZNF726,0
CRABP2,1
GSAP,2
SPZ1,1
GAB3,2
CSMD1,0
DDX20,2
RORB,0
SLC16A8,1
NUDT3,2
TIGD6,2
PQBP1,2
NCOA2,2
JDP2,2
COLEC11,0
GBP2,2
RPS13,2
LYST,2
PRDM1,2
TRABD2B,0
LPCAT2,2
TMEM53,2
FIBP,2
PRSS12,2
IL10,0
LGI3,0
KIAA1958,2
KIF16B,2
UCN3,0
SF3B6,2
SMDT1,2
PHLDB2,0
TNNC1,1
ZNF350,2
ICAM5,1
CEP85L,2
BLOC1S3,2
SAMD1,2
FAM3D,0
ALDH9A1,2
FANCM,2
ABCC9,0
PLD4,0
HIST1H2AC,2
