,log2FoldChange
KAT7,2
DAXX,2
RALGPS2,2
CLEC18A,1
NMRK2,0
CEP152,2
TWSG1,2
EZH2,2
SLC24A3,0
PSMG1,2
ASCL2,1
PHC1,2
ZBTB18,2
KCNAB2,2
GATB,2
MAGOH,2
HNRNPL,2
AC091551.1,0
TNFAIP3,2
TMTC2,2
TELO2,2
ERBB2,2
GPER1,2
NBPF9,2
HTR2B,0
TEX11,1
H6PD,2
KBTBD4,2
ZNF33A,2
GLT1D1,0
GPR156,1
PTMS,2
CABYR,1
PLEKHG6,0
TMEM2,2
SLC2A5,0
APEH,2
RNF26,2
WDR91,2
LRRIQ1,0
TTC39A,0
GLYATL2,0
UBE2Q1,2
CACNG1,0
SETDB2,2
TEX10,2
WDR27,2
SALL3,1
PARP6,2
AMFR,2
ELP1,2
SHARPIN,2
ALDH3A1,0
LIMD1,2
KRT82,1
LAMB2,2
CCDC33,0
DENND1A,2
BAG2,2
GCSAM,2
FMO1,0
RNPEPL1,2
NLRP1,2
CDK5R2,1
ZNF282,2
CPAMD8,0
QPCT,0
WISP2,0
IL31RA,1
FNDC11,1
CEP128,2
AC104836.1,2
TMIE,0
IRGM,1
PCDHB4,0
WDR48,2
CLDN5,0
AL121594.3,1
RGS16,0
AP000781.2,0
TANC2,2
S100A9,0
GOLGA8A,1
CAPN2,2
TRIOBP,2
FAM174A,2
CSPG5,1
CLCNKA,0
SGSM2,2
EDARADD,2
RABGAP1L,2
CARD11,1
C8ORF33,2
ETNK2,0
ALDOA,2
TEX264,2
WNT10A,1
BCOR,2
SLBP,2
TPPP,0
DDX39B,2
AAR2,2
SNAP47,2
KCTD18,2
EIF1AD,2
HSPD1,2
BMP3,0
RALGPS1,2
CD164L2,0
AKAP7,2
NME6,2
RAB27B,2
ANXA6,2
RIMS4,0
WNT2B,1
ZNF530,2
FSTL5,1
ABO,0
SMYD2,2
BTF3,2
MKL1,2
RCSD1,2
ZNF586,2
MPV17L,0
CYP2A13,0
CYP4X1,0
CD1E,0
DSC1,1
SGSM3,2
SNTG2,0
SCYL3,2
MEF2B,2
UPP2,0
C19ORF81,1
ABCF3,2
SPON2,2
ARSB,2
TRIM7,2
IGIP,2
RXRG,0
C17ORF51,2
CRTC2,2
STON1,2
PRAP1,1
PROB1,2
UTS2,1
NUDT5,2
TSEN15,2
IYD,0
NOP56,2
PLS1,0
PER3,2
POLR3B,2
CABLES1,2
CA5B,2
C17ORF97,2
U2AF2,2
SOHLH2,1
LVRN,0
TSC22D4,2
FOLH1,0
NEK4,2
PLPPR2,2
FADS6,0
PRKAG2,2
RPUSD1,2
BANF1,2
GALNT9,1
HAUS5,2
TMEM50B,2
STK32A,0
IL6,0
VGF,1
EYA1,0
RIOX1,2
EDAR,0
PARP9,2
CNTROB,2
SPINK7,0
HOXB5,1
DOLK,2
CARMIL2,2
H2AFV,2
NR2C2AP,2
MUC1,0
TRMT61A,2
SLC16A11,0
SCMH1,2
DNAI1,0
TPBGL,1
CTU1,2
PQLC1,2
AC233992.2,1
NOTO,1
PTGES3,2
GPRC5C,2
CHRNB4,1
FPR2,1
PCYT1A,2
HEY1,1
CTTN,2
KIF17,2
EIF2D,2
GZMA,1
RELL2,2
PIRT,0
PRELP,0
MTFP1,2
ABCA4,1
CKLF,2
PROZ,1
CNTRL,2
CCDC58,2
FAM129A,2
TREML1,1
PHKG2,2
DYDC2,0
TMC6,2
HDAC10,2
CEP78,2
GNRH1,1
RAVER2,2
SLX4,2
PRSS3,0
MVK,2
SSTR2,1
ESRRB,0
FAM26E,1
AKIP1,2
LHPP,2
CDSN,1
OSR2,2
BANP,2
ATP1B1,2
TTR,0
LSM5,2
CARD19,2
FCHSD2,2
PFDN4,2
MAP3K19,0
PPFIA4,0
KCNA4,0
SBDS,2
RAN,2
CCDC12,2
FRMD8,2
EXOC4,2
ATF5,2
VASN,2
ARSD,2
LPAR3,2
RARB,0
SIRPB2,2
YTHDC2,2
HAUS7,2
UTP14C,2
MAST2,2
LBX1,0
DOC2A,1
TMEM192,2
ORC5,2
CNIH4,2
BAG5,2
ZNF572,2
LFNG,2
RGS20,1
EID1,2
PTPRD,1
C22ORF46,2
MXRA5,1
RGS3,2
ST8SIA2,1
NSA2,2
SIVA1,2
C4ORF50,1
CYP2B6,0
RRAD,0
LCE2A,1
SRF,2
TGIF1,2
PNLDC1,1
FBXO2,1
ITGAM,1
PI15,1
TMEM244,1
CEP68,2
PJA2,2
EIF4ENIF1,2
RNASE8,0
SLAIN2,2
KRT7,0
RUFY2,2
TESMIN,1
BECN2,1
DUSP12,2
PAPSS1,2
TSTD3,2
CDH22,0
TRPV2,2
ZNHIT6,2
DLX5,1
EXOSC3,2
PAGE2,1
FTSJ1,2
FKBP1A,2
HSPA12A,1
SGTB,2
YY1,2
ZNF318,2
SNRPC,2
CPA2,1
DLGAP4,2
PRR19,2
KCTD20,2
LRRC70,2
TEP1,2
PLAG1,1
ARPP21,0
FGF14,0
ENO1,2
PIK3CA,2
IL1RL1,1
CMTR2,2
C16ORF96,0
THRB,0
FAM184A,0
ST8SIA5,0
PCDHB8,1
WHAMM,2
GZMB,1
IVNS1ABP,2
NR4A2,0
DNLZ,1
IMMP2L,2
APOBEC3D,2
CDKN2D,2
PCDHGB1,1
ZBTB4,2
ZNF395,2
AC091980.2,1
B2M,2
DKKL1,1
ANXA2R,2
AC004233.2,1
PRPSAP2,2
SLC9A3R1,2
RPL5,2
KLK12,0
CRB1,0
GAN,2
SPAG6,0
PCDH12,2
AC087632.1,1
GNPNAT1,2
MAP3K20,2
ANKRD55,0
STXBP3,2
ESRP2,2
ITGB5,2
SRC,2
PRSS33,0
WFDC12,1
B3GALT4,2
PPP1R3B,2
FOXP1,2
AL845331.2,0
COL8A2,2
CHD1L,2
INTS10,2
MOK,2
GP9,0
KHDRBS1,2
SULT4A1,1
MYT1,1
ZCCHC24,2
NCBP2-AS2,2
SLC34A3,0
PAFAH1B3,2
FMC1,2
SIRPB1,1
KCNE4,1
GIN1,2
SLC39A14,2
TRPS1,2
MEIOB,1
CTNNAL1,2
BCAM,2
CXCL14,1
OAZ3,2
KLHL17,2
PKD2L1,1
PKP4,2
PANX1,2
KMT2C,2
ATXN2L,2
GAS8,2
NIN,2
KIF12,1
ARL4A,2
CHST4,0
PPP2R5D,2
IGF1,0
PDZD2,2
TSSK6,2
UNC13A,1
FUCA1,2
REEP5,2
ULK4,2
FBXO17,2
BTN3A3,2
MCF2L,0
POTEE,1
YIF1B,2
ROPN1,0
ZNF665,0
DUS4L,2
CDK5RAP1,2
PRR3,2
PALM,0
MTMR14,2
PLEKHG4,1
ALYREF,2
CTSL,2
PPIH,2
WDR97,1
CYP1A2,0
COMMD5,2
AKAP12,0
C10ORF88,2
SYNE1,2
DOCK11,2
HIST1H2AB,1
C11ORF86,1
IFNLR1,2
RAB33A,2
PPP1R9B,2
B4GALNT2,1
PSMB7,2
CATSPER1,2
LIPH,0
CNOT9,2
MTDH,2
COMMD10,2
SAPCD1,1
DGKG,1
FLCN,2
SIRPA,2
FAM122B,2
UNC79,2
PDXP,2
MARVELD2,2
AAK1,2
TIMM10B,2
RHOJ,2
EYA4,0
IL17RA,2
ADAMTS19,0
SCN2A,1
CTNS,2
HNRNPA2B1,2
PRMT9,2
GRIP2,0
C15ORF41,2
TRIM11,2
PRKD2,2
ITM2C,2
CMIP,2
SEPT9,2
AHSA2,2
OR2L2,1
WDR90,2
PTGER4,2
MAP7D3,2
CYP4V2,2
COPZ2,2
XRCC1,2
NEUROD2,1
NUAK1,2
GPX7,2
PRPSAP1,2
CACNG7,1
TBC1D32,2
PGR,0
MEX3A,1
OXCT2,1
WRB,2
RPS6KA5,2
PDCD10,2
RBM17,2
SH3BP5,2
PIK3C2G,0
SSTR3,1
KBTBD11,2
POP7,2
INSR,2
KIFC3,2
EVA1B,2
NUP93,2
GRB2,2
PNPLA3,1
SV2A,1
PSMB8,2
GRP,1
RHNO1,2
SPATC1,1
C5ORF49,0
POU2F1,2
PPP6C,2
CEACAM19,2
SBK3,0
EXD1,1
CCT3,2
CEP19,2
PES1,2
TPPP3,0
RAB11FIP4,2
G2E3,2
IRAK4,2
ZNF426,2
NCK2,2
EPOP,2
ZHX1-C8ORF76,2
ENY2,2
AMD1,2
INSM2,1
DNASE2B,0
FCF1,2
CYBRD1,2
SOS2,2
SLC16A9,0
HDAC11,2
PNMA6E,1
SLC5A2,1
ETV4,2
TLR3,2
KCTD7,2
T,1
TPO,0
POU2F3,2
ESS2,2
NME1,2
OPN3,2
VMO1,0
C10ORF76,2
OTOF,1
TMEM177,2
AKT2,2
SMARCA2,2
HEXA,2
KRTAP1-5,1
PPARGC1B,2
NKX2-4,1
RNF168,2
CMTM8,2
MAP3K2,2
SNRPG,2
UBE2V2,2
KCTD3,2
LAGE3,2
TSGA10IP,1
LINC00282,0
PSME2,2
DIMT1,2
DCLK1,0
KNG1,1
SCFD2,2
DHX32,2
RPS25,2
CCDC102B,2
RSPH6A,1
CLSTN3,2
SHISA3,0
AC013394.1,2
ATP6V1G2,2
TSN,2
GNA11,2
MIER3,2
PDXDC1,2
CRELD1,2
REXO4,2
DECR1,2
MRPS23,2
RALY,2
CXCL2,0
GLRA3,1
MDFIC,2
ZNF608,0
ABCA1,2
RFTN1,2
B4GALT3,2
MT1F,2
PRR15,0
GOLGA6L22,1
C15ORF38-AP3S2,2
RHOT1,2
FANCM,2
SLC47A2,1
EXOSC4,2
DDIT4,2
DROSHA,2
MPC2,2
HMX1,1
SLC9A3,0
RBM15,2
ABCB1,2
NRCAM,1
SIGLEC7,2
NANOS3,1
RANGAP1,2
PRRG2,2
KCNS1,1
CPA5,1
CXORF36,2
HSD17B8,2
CMTM5,0
ANKRD36,2
BTRC,2
SELENOT,2
TM2D2,2
THRA,2
KCTD17,2
ZMYM1,2
KLHDC9,0
RPL32,2
DDX56,2
MIA,0
SPZ1,1
UGT3A1,0
PRKAG3,0
OSTM1,2
MEX3B,2
DENND3,2
DSG2,2
MSH3,2
CLEC2L,1
TRPC3,1
CHGB,1
GDF9,2
EEPD1,2
CCRL2,2
CCDC34,2
CAPN6,0
APC,2
RPH3AL,0
CA2,1
CEP89,2
ZKSCAN5,2
JAK3,2
AIFM3,1
SEC22A,2
MEF2D,2
TSHZ1,2
VWF,2
TTC13,2
PGM2,2
MUC3A,1
ZNF24,2
LINGO2,1
GLMP,2
VDAC1,2
SSB,2
RAB4A,2
ARIH2OS,2
PDGFB,2
CLDN8,0
PPBP,1
TEX30,2
NR0B2,0
B3GLCT,2
MPDZ,2
LPGAT1,2
LIPT1,2
MAPK8IP3,2
GPN1,2
PARD3B,2
SUPT3H,2
CGGBP1,2
CAMLG,2
SMOX,2
ANTXR2,2
CPNE3,2
C1QTNF9,0
SCO2,2
LXN,2
PSMD10,2
FAM19A2,2
HSP90AA1,2
CTDSPL,2
ZNF506,2
ZNF710,2
WWOX,2
ARRB2,2
PTPN23,2
NR2E1,1
MAP2K4,2
ZNF91,2
PIK3R4,2
OXCT1,2
OSBPL6,2
DNAI2,0
CELF2,2
MAPK8IP1,2
RAB7A,2
THOC5,2
DHRS7B,2
ATP7A,2
DNAH6,0
PSMC2,2
PLEC,2
YIPF1,2
CHAC1,2
RNF213,2
NAA11,1
CYB561D1,2
TRPT1,2
MAP3K9,2
RPS8,2
IGFBP5,0
GUF1,2
DUOXA1,2
FPGS,2
NAT1,2
MDFI,2
GAA,2
SCN3B,0
RAB23,2
MAVS,2
CCT4,2
HAT1,2
SVBP,2
DMWD,2
LRP5L,2
DENND4C,2
SRRM5,2
PKLR,1
PRKAG1,2
TMEM156,1
MBP,2
RHCE,2
CXORF40B,2
BAZ1B,2
RUFY1,2
CREB3L4,2
SHROOM4,2
TMEM253,2
PHF7,2
KCNK15,0
MSH2,2
HIPK4,2
ZNF704,0
HSPB11,2
APOH,1
CNIH2,1
SIPA1,2
AC107871.1,1
HLX,2
PSMA7,2
LINC00116,2
PTPN6,2
DCAF1,2
SHISA2,1
TIGAR,2
OXA1L,2
ANGEL1,2
AGTR1,0
RCC1,2
ZSCAN20,2
KCND1,2
KDELR3,2
PCDH20,0
ARMC3,0
C1ORF105,0
CCDC96,2
PSMB1,2
DTWD1,2
CLEC4F,0
RAMP2,2
ZNF728,0
C4ORF32,2
CT45A1,1
ABHD14A,2
KRT79,1
RNF186,0
ZIM2,0
FBXL22,2
GABPA,2
FBXO9,2
BAG1,2
RSBN1,2
EXOSC9,2
WDR60,2
ADH7,0
ERN1,2
ZNF491,2
TRMT6,2
ACP4,1
COG8,2
AC002985.1,1
ERCC3,2
AMACR,2
LRRC18,0
LCN10,0
PIP4K2C,2
WIZ,2
CNTN4,0
ZGLP1,1
CD274,1
DHCR7,2
MUC5B,0
C2CD6,1
SPTSSB,0
NMU,0
TMEM200C,0
ZDHHC24,2
AHR,2
ANKRD13A,2
RSPH10B,0
BMP2,2
BTN3A2,2
SH3GL3,0
SH3D21,2
ZBTB25,2
COMMD4,2
TMPRSS11D,0
PLIN3,2
CXORF57,1
GPR137C,2
NIFK,2
RIOK3,2
TRABD2B,0
SPINT1,2
TMPRSS9,2
DHRS1,2
SLC31A1,2
RABGGTA,2
BCHE,1
CAVIN1,2
DDA1,2
TBL2,2
POF1B,0
MNAT1,2
PTPN1,2
PAK1,2
ZNF154,2
CD44,2
PTBP1,2
COPG1,2
PRRT2,2
ULBP3,2
NIPSNAP2,2
ANKRD20A1,0
SPANXD,1
SH3RF1,2
ASTE1,2
EPHX4,1
MST1R,2
NPIPB5,2
PTPN9,2
PTRHD1,2
GALR1,0
QPCTL,2
ATP6V0C,2
CAMKV,1
EXOC7,2
AKR1C2,1
LRRC14,2
AUP1,2
PSMB3,2
ACP6,2
ALKBH1,2
STAB2,0
AXL,2
PSPH,2
EWSR1,2
CSNK2A2,2
WDR49,0
INTS13,2
SERPINA1,1
CD7,2
ST6GALNAC3,2
RWDD2A,2
USP38,2
TARBP2,2
ORM2,1
CLN6,2
LCT,1
AC006978.2,1
RBBP8,2
FBXO8,2
RMI1,2
EBF1,2
UBA6,2
FCGBP,0
BCL3,2
GSTO1,2
C6ORF223,1
IL19,0
ARID1B,2
TRIM47,2
ACR,2
AQP11,2
DNAJA2,2
AKR1A1,2
PTPRB,2
OSM,1
PHLPP2,2
TLE6,0
TBC1D17,2
RNF11,2
FXYD7,1
TMEM105,1
ELAVL1,2
TGFB3,2
TRIM31,0
ZNF347,2
BSG,2
DLGAP2,0
SOGA1,2
TERF1,2
ZFP1,2
CACTIN,2
CLEC4E,1
LEFTY1,0
FBXW4,2
STPG3,1
DDX3X,2
ZBTB2,2
CARD10,2
HBS1L,2
DCTN2,2
FAHD2A,2
SCOC,2
SNRPE,2
TNS4,2
GABARAPL1,2
SYNPO,2
NPL,2
SPOCK1,1
FECH,2
ZNF66,0
PAX6,1
TLDC1,2
AGPAT4,2
SERINC2,2
ALS2CL,2
TRIM21,2
ZG16,1
SLC7A6OS,2
TNFSF13B,2
HAGH,2
ITGB1BP1,2
MOSPD1,2
WDR20,2
RENBP,2
CCDC71,2
GSDMB,2
BTBD11,2
SLC35G2,2
RBM14-RBM4,2
SCLT1,2
PDE11A,0
DYNLRB2,0
TSPO,2
TBC1D20,2
SLC7A2,0
DMXL2,2
GDPD4,1
ARG2,2
LGR4,2
TEX101,0
HELB,2
TGFBR3L,1
RAB27A,2
ABTB1,2
SGK494,2
ARNTL,2
MOGAT2,0
CD207,0
CALCOCO2,2
PGK1,2
B3GALT6,2
LPXN,2
NDUFB3,2
CAMSAP3,2
DEDD2,2
WDR93,0
TXN,2
SYN2,0
HAS2,1
ELAC1,2
ACSL3,2
LCE1A,1
PRDM11,2
AHSA1,2
XPOT,2
FAM237A,1
CD72,2
EMX2,0
NLK,2
DCAF4L1,2
LINC00854,2
PM20D2,2
SMAD4,2
HIST1H4B,1
SETD7,2
FAM178B,1
PHLPP1,2
LOXL1,2
ADAT1,2
TMEM139,0
HTRA2,2
MAP3K10,2
RCN1,2
RAP1B,2
CCL3,2
IL13RA2,1
CLK2,2
BLVRB,2
BBC3,2
RBCK1,2
AFF4,2
FAM83D,2
PGBD1,2
KANK4,1
HIST2H2AC,2
PPIL1,2
CPED1,0
ARMCX5,2
PCDH7,1
LRRC46,2
TMEM167B,2
AGO4,2
AC092718.3,2
VTN,1
PYGO2,2
PCDHB10,2
ABCA7,2
ETV7,2
TGFB1I1,2
KATNBL1,2
CDK2AP2,2
MXD3,2
HDAC6,2
EDNRA,2
ROBO2,0
RIC8A,2
MTF2,2
OSBPL2,2
CASP6,2
LILRA5,2
FKRP,2
HNRNPU,2
SHQ1,2
TRAF5,2
CUZD1,2
MCOLN3,1
LMO1,0
PUS7,2
SORCS2,1
METTL4,2
CYB561,2
IFNAR2,2
NCBP2L,0
ZNF778,2
HRASLS,0
ZNF420,2
PIGT,2
TMEM132B,0
SPRYD4,2
MID1IP1,2
VPS11,2
SAMD9L,2
TXNRD1,2
TET2,2
ANKRD42,2
ARRDC4,2
SPRR2A,0
GDF11,2
SPRR4,1
C4ORF36,2
PROX2,2
TRIM71,1
ABCC2,1
PSG1,1
SRPRA,2
SERTAD4,2
ELOVL4,0
MECR,2
C19ORF47,2
MTHFS,2
ZNF563,2
NSMCE2,2
SCNN1G,0
DRAM1,2
SMIM4,2
WASHC5,2
IL27,1
FYB1,1
TCEANC2,2
LCAT,2
SCNM1,2
GLCE,2
TRIM73,1
ATP1B4,0
KIF24,2
SLC35F5,2
HELQ,2
NUTM1,1
FKBP1C,2
ADCYAP1R1,0
RNF7,2
NBAS,2
TRIM74,1
LRTOMT,2
RUFY4,1
ARL5A,2
CYHR1,2
CBWD5,2
ADGRF2,0
UGGT2,2
PSMA1,2
KLRF1,0
ODF2L,2
SVOPL,0
CHL1,0
MOV10,2
POU3F2,1
MYPOP,2
FLRT3,1
PDZRN4,0
DNAJC27,2
IZUMO4,2
WBP1L,2
CHST1,1
GK5,2
ZNF701,2
FBXO32,2
TMEM150C,0
HIST1H4J,1
GART,2
MDGA1,1
TRMT12,2
ERGIC1,2
ZNF442,2
TLK2,2
CSRP2,2
PIGP,2
DCUN1D2,2
LARP1B,2
PITX2,0
FASN,2
LONP2,2
SH3D19,2
CCDC80,2
ZDHHC12,2
ZNF382,2
ID3,2
ACBD4,2
ZNF233,2
TFAP4,2
SLC35B2,2
TIMM21,2
FBXO6,2
HBB,0
HEPACAM,0
KCNE1B,0
SHANK1,1
RPRML,0
ASPRV1,1
RANBP2,2
DCLK3,2
DDX18,2
SNRPD1,2
KRTAP1-1,0
PCOLCE2,0
IFNB1,1
GGT1,2
TTC33,2
AGXT,0
AL590560.1,0
METTL26,2
ANKRD29,2
XKRX,2
ATOH7,1
KCNJ3,0
BTBD19,2
LLPH,2
BICRAL,2
BCL2A1,2
ZNF224,2
GABRR2,1
OVOL3,2
ADRB3,1
VKORC1,2
AC073610.3,1
AC069503.2,2
UBE2G1,2
NHP2,2
DOK7,0
TDGF1,0
STARD3,2
CHRM2,0
WWP1,2
BACE2,2
ICAM1,2
HEATR5A,2
HAVCR1,1
RRS1,2
PPP1R14B,2
ACTR1B,2
CYTL1,2
GABARAPL2,2
FBRS,2
C4ORF51,1
SHOX,0
HNRNPD,2
LOR,0
PRKRIP1,2
CD99L2,2
MRPL46,2
CNGA4,0
OTP,1
PPM1N,2
APEX2,2
MYRF,0
FDX2,2
PDCD5,2
DEXI,2
TM9SF3,2
JDP2,2
ADGB,0
KIAA0319,1
NLGN4X,1
DUSP23,2
VWCE,0
RASGEF1B,2
KNOP1,2
HBA2,0
TIGD1,2
SNRPB2,2
ZNF676,0
FAM229B,2
RASEF,0
SYTL5,0
QDPR,2
RUSC2,2
TSG101,2
KIAA0895L,2
ZNF862,2
ELF2,2
CALM3,2
CLEC14A,2
FBXL3,2
MORN2,2
ALG1,2
SIDT2,2
RBM4B,2
GFM2,2
ZNF267,2
SCART1,2
CSRNP3,0
SNW1,2
NUDT13,2
LENG9,2
ENGASE,2
CCDC187,1
SAPCD2,2
SLC35B4,2
HSPE1,2
PCDHGB2,1
MECOM,0
CCDC86,2
ZNF829,0
AGAP6,2
PTCD2,2
MYD88,2
NRP2,2
THUMPD3,2
MMP16,1
IFI27L1,2
CGB3,1
LTBP2,2
FGL1,1
MOCS2,2
TRIM33,2
WBP2,2
ANKRD1,0
ADCY4,2
INPP5E,2
OLAH,0
ACKR3,2
ASIC2,1
CSTF2,2
VCPIP1,2
TRIM27,2
CTSA,2
CHMP3,2
SELE,0
EPHB6,0
OSMR,2
LPCAT2,2
SHISA9,0
GLOD5,0
SIRT1,2
C1ORF35,2
ITGA4,2
YPEL3,2
OLFM2,2
ADRM1,2
ZNF836,2
NR1H4,0
JCHAIN,0
AL603832.3,1
GPAT3,2
COX7B2,1
SLC6A8,2
DBNL,2
ENTPD8,0
HEXB,2
CFLAR,2
AANAT,2
FABP4,1
OAS1,2
ELOVL2,1
ADGRG1,2
TAS2R14,2
AC002429.2,0
PRKG1,2
CPNE8,2
RSG1,2
ZNF41,2
SGCB,2
TRAF7,2
WIPF1,2
SMIM10L2B,2
COX11,2
ALG1L2,2
HBEGF,2
ADAMTS15,1
OR1J4,1
ZNF717,2
P2RY12,0
PBXIP1,2
ARHGEF6,2
FAM109A,2
PHAX,2
RNASEH1,2
PWWP2B,2
AKAP3,2
PIH1D3,0
SLC35G1,1
BRCC3,2
SYNRG,2
NDUFS4,2
LIN54,2
DIRAS3,0
TPD52L2,2
AC010531.1,2
EED,2
ARMCX3,2
CES3,0
H3F3A,2
CXORF56,2
INPP5F,2
PLEKHG1,2
SPAG1,2
HSD17B1,2
HSF2,2
SLC27A3,2
VSIR,2
ATP5O,2
FREM1,0
BMPR1B,1
RGPD2,1
SPDYE2,1
COA3,2
P4HB,2
CYB5A,2
VSTM5,1
TEF,2
ITGAD,1
TSPAN17,2
HSPH1,2
GJA3,1
KRTAP10-2,1
MIGA1,2
PLXNB3,2
FUBP1,2
COQ2,2
CD38,1
SHISA6,0
CCDC174,2
KCTD19,1
PABPN1,2
TLL1,1
NUP210,2
RBP7,0
PCDHA13,0
ADAM17,2
UAP1,2
C15ORF65,2
CSK,2
BAALC,1
TMEM150A,2
UBE2I,2
DEPDC4,2
GLI2,1
MKL2,2
IFT122,2
ACOXL,1
MTG1,2
RAMP3,2
GLYAT,0
TSPAN18,1
SDHB,2
RBM45,2
POLR2D,2
AP002495.1,2
INHA,1
NFKB2,2
PRAF2,2
TRNT1,2
MISP3,2
HIST1H2BC,2
ARMCX1,2
STK38,2
AC243967.1,0
TIMM8B,2
DCXR,2
ZSCAN16,2
HMGCL,2
DSG4,1
MICAL3,2
EIF2AK1,2
RFPL2,1
USP14,2
MSMB,0
GIPC3,2
AL662899.2,0
PKIB,2
ERICH5,0
CTPS1,2
SCARB1,2
RHAG,0
C15ORF61,2
ILF2,2
CDK5R1,2
ODF3L1,2
SYCP2L,1
MDK,2
IKBKG,2
CCDC146,2
RHOT2,2
ZNF275,2
NEIL2,2
KLK4,1
SLFNL1,2
TOMM40,2
RAB8B,2
SLF1,2
HDX,2
OXSR1,2
CPN2,1
MRPL17,2
SURF4,2
RHBDF2,2
IP6K1,2
IMMT,2
NRAS,2
ZFP28,2
GPS2,2
FBXW2,2
RHD,2
PWP1,2
MAGEA8,1
PAPOLG,2
GATC,2
LRIF1,2
HSH2D,2
OR1J1,1
CREBZF,2
TSC22D1,2
VDAC2,2
CHORDC1,2
GTF3C5,2
STC1,1
CHAT,1
FCRL4,1
PAIP2,2
MTCP1,2
SRGAP2B,2
AP3S2,2
PAQR6,2
IL15,2
SLTM,2
CMC2,2
LHFPL1,0
GPR157,2
KIZ,2
ASGR2,2
AC009336.2,1
HNRNPH3,2
ZNF253,2
FOXD4,2
DAAM2,2
FAM162B,2
JAKMIP1,1
PLXNA2,2
NINJ2,2
NPY4R,1
ECSIT,2
HSPB3,0
MAML2,2
CD47,2
SNRNP70,2
ELOC,2
NPM3,2
PELI1,2
HOXA7,1
MTG2,2
SKIV2L,2
RRAS,2
BYSL,2
EGLN3,1
HOXA2,2
SLC5A1,0
SGCD,0
NDUFS3,2
C1ORF68,1
CAPN1,2
RPS13,2
FCRLB,2
CD151,2
SHF,2
LHFPL2,2
ISG20,2
SEMA3C,2
TCF15,1
CGRRF1,2
FLII,2
DDX53,1
SEC23B,2
USP39,2
TMEM163,1
ZZEF1,2
PASK,2
KIAA0319L,2
GSK3B,2
KCNA1,0
LKAAEAR1,1
SNAPC4,2
MRPL35,2
TRIM68,2
RPS6,2
DDX47,2
PKNOX1,2
DHX30,2
DIABLO,2
DHX37,2
PCMTD2,2
ZCCHC18,1
P2RY14,2
GPR4,2
STUM,0
LRRC3B,0
SYMPK,2
TMEM89,1
NEMF,2
CASP2,2
AIPL1,1
KIAA0355,2
CTIF,2
KLRC2,1
MRPL33,2
KCTD12,2
CHCHD3,2
ZIC1,1
ZNF619,2
PSMA3,2
AHSG,1
CNTLN,2
ZNF430,2
HAUS1,2
LDOC1,0
DPP9,2
OXTR,2
GLTP,2
DYNLL2,2
KCTD2,2
LCE1C,1
MICAL1,2
SSR3,2
TPRN,2
TTC14,2
DTNB,2
ZNF20,2
UNC5CL,2
CCBE1,1
PATL2,2
LAMA4,2
B3GNT3,2
DRC3,2
ZMYM5,2
ZNF790,2
AMZ2,2
EIF4E,2
MRVI1,2
ORAI2,2
ASB5,0
NPY4R2,1
MOCS1,2
SNAP25,1
SKIV2L2,2
RBPJL,1
CPXM2,2
PCK1,0
SH3GLB2,2
NKD1,2
NELFB,2
RNF14,2
TEX46,1
TTC37,2
GIP,1
GTPBP3,2
LYG2,1
CD36,0
ANKRD13D,2
FOXI2,0
SEMA3F,2
NHLRC2,2
TUB,2
ZFP3,2
HERPUD1,2
RAP1A,2
TMC1,0
CD320,2
ZNF740,2
BPIFB2,0
ITGB1,2
HMGCR,2
L1CAM,1
SLC47A1,0
ALDH1A1,0
FAM229A,2
IPCEF1,2
AL136295.3,2
5-Mar,2
ESYT2,2
CHST13,2
DHX33,2
H2BFM,1
BAG6,2
GGT5,2
GNAL,2
RBM12B,2
POLR3K,2
STXBP1,2
BRF1,2
NTN5,1
HSP90AB1,2
SMYD5,2
ZNF527,2
TAF6,2
TBC1D7,2
SYTL3,2
PTPRT,0
SNX3,2
SMIM1,2
C8ORF46,0
SLC30A7,2
KIAA1841,2
APTX,2
MRPL21,2
ZEB1,2
ZNF462,2
CRELD2,2
SPACA4,0
C10ORF128,2
FAF1,2
NIPAL3,2
LMAN2,2
RACK1,2
MSR1,2
NAB1,2
EFCAB8,1
UBE3B,2
TTLL10,0
NUDT6,2
RPS14,2
PDE6C,2
MARVELD3,2
CASC4,2
SSUH2,2
PLD3,2
CFH,2
CDC42EP5,2
BPIFA1,0
UBE2QL1,0
C14ORF119,2
ALDH5A1,2
RPL13A,2
MAS1,1
TTC38,2
FBXL16,2
ADAMTS16,1
EPN2,2
SUV39H2,2
KCNT2,0
UTP23,2
ATP2B4,2
TBP,2
IGHMBP2,2
DHCR24,2
TRIM23,2
NCBP1,2
GALNT17,0
BTG1,2
RAB3A,2
TMEM115,2
ARHGEF9,2
SOX4,2
TSPAN19,0
PPOX,2
THAP9,2
ARPC5,2
EPHX1,2
OR51B4,1
POLR3GL,2
ZNF570,2
FAM78B,2
C1ORF174,2
E4F1,2
PAWR,2
TRIP11,2
CPNE4,0
SNPH,2
HRG,1
SH3PXD2B,2
FAM221B,0
SUZ12,2
CDC37L1,2
COX7B,2
DHH,0
SLFN14,1
RFPL3,1
IQSEC2,2
PPP4R3CP,1
PYCARD,2
EZR,2
LILRB2,2
FAM25A,0
VAT1L,0
LTBR,2
DYNLT3,2
DGKB,0
FAM86C1,2
LCE1F,1
CNMD,0
